address,is_verified,contract_name,compiler_version,source,has_variable_rw_set,rw_confidence,rw_evidence_functions,rw_reasoning,rw_error,rw_branch_condition
0xb685760ebd368a891f27ae547391f4e2a289895b,TRUE,Bridgers,v0.8.4+commit.c7e474f2,etherscan,0,high,,所有非 view/pure 函数均无运行时条件分支切换不同状态变量读写，非Reentrant/onlyOwner 修饰符仅固定读写 _status 和 _owner，不构成可变读写集。,,
0x6c3ea9036406852006290770bedfcaba0e23a0e8,TRUE,AdminUpgradeabilityProxy,v0.4.24+commit.e67f0147,etherscan,1,high,changeAdmin;upgradeTo;upgradeToAndCall,在 ifAdmin 修饰符中，若调用者是管理员则执行函数体，否则调用 fallback。函数体读写 ADMIN_SLOT 或 IMPLEMENTATION_SLOT，而 fallback 读取 IMPLEMENTATION_SLOT 并 delegatecall，故不同分支读写不同的状态变量。,,
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,TRUE,InitializableImmutableAdminUpgradeabilityProxy,v0.8.10+commit.fc410830,etherscan,0,high,initialize;upgradeTo;upgradeToAndCall,代理合约中 if/else 分支（如 ifAdmin 修饰符和 initialize 中的 _data.length 判断）均未读写不同的 state variable，各分支只涉及同一存储槽 IMPLEMENTATION_SLOT 或 delegatecall，因此不满足判定条件。,,
0x3b4d794a66304f130a4db8f2551b0070dfcf5ca7,TRUE,Proxy,v0.8.25+commit.b61c2a91,etherscan,0,high,,合约中所有非 view/pure 的 external/public 函数均无 if/else 分支，require 和 assembly switch 不影响存储变量读写集合的差异，因此不存在分支依赖的可变读写集。,,
0x6088d94c5a40cecd3ae2d4e0710ca687b91c61d0,TRUE,DexRouter,v0.8.17+commit.8df45f5f,etherscan,0,high,,未发现任何非 view/pure 的外部/公共函数存在不同分支读写不同状态变量的情况；各条件分支仅影响局部变量、外部调用或 revert，不改变合约存储变量的读写集合。,,
0x00000000a991c429ee2ec6df19d40fe0c80088b8,FALSE,,,none,,,,,,
0x173272739bd7aa6e4e214714048a9fe699453059,TRUE,OptimizedTransparentUpgradeableProxy,v0.8.10+commit.fc410830,etherscan,1,high,admin,admin() 的管理员分支只读取 _ADMIN；非管理员分支经 _fallback() 读取 _IMPLEMENTATION_SLOT 并 delegatecall，分支间存储变量集合不同。,,
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,TRUE,SwapRouter02,v0.7.6+commit.7338295f,etherscan,1,high,uniswapV3SwapCallback,uniswapV3SwapCallback 中 if 分支不写 amountInCached，else 分支会写 amountInCached，导致不同执行路径的读写状态变量集合不同。,,
0xb300000b72deaeb607a12d5f54773d1c19c7028d,TRUE,Diamond,v0.8.23+commit.f704f362,etherscan,0,high,fallback;receive,fallback函数虽有facet==0条件分支，但if分支仅revert，else分支为delegatecall，分支前后均只读取同一个selectorToFacetAndPosition映射，未读写不同的state variable。其余函数为internal或view/pure，不满足条件。,,
0xc02ab410f0734efa3f14628780e6e695156024c2,TRUE,ReceiveUln302,v0.8.22+commit.4fc1097e,etherscan,0,high,,所有非view/pure函数中的分支均只影响同一状态变量的不同key或直接revert，未出现不同分支读写不同状态变量的情况。,,
0x3a10dc1a145da500d5fba38b9ec49c8ff11a981f,TRUE,TransparentUpgradeableProxy,v0.8.26+commit.8a97fa7a,blockscout,,,,,"[0x3a10dc1a145da500d5fba38b9ec49c8ff11a981f] 请求 https://api.etherscan.io/v2/api 反复失败: HTTPSConnectionPool(host='api.etherscan.io', port=443): Max retries exceeded with url: /v2/api?chainid=1&module=contract&action=getsourcecode&address=0x3a10dc1a145da500d5fba38b9ec49c8ff11a981f&apikey=WBHX7NEGIVIY4MENPSGR1W61PXACEXH5JD (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
0xad3b67bca8935cb510c8d18bd45f0b94f54a968f,TRUE,TransparentUpgradeableProxy,v0.8.23+commit.f704f362,blockscout,,,,,"[0xad3b67bca8935cb510c8d18bd45f0b94f54a968f] 请求 https://api.etherscan.io/v2/api 反复失败: HTTPSConnectionPool(host='api.etherscan.io', port=443): Max retries exceeded with url: /v2/api?chainid=1&module=contract&action=getsourcecode&address=0xad3b67bca8935cb510c8d18bd45f0b94f54a968f&apikey=WBHX7NEGIVIY4MENPSGR1W61PXACEXH5JD (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
0xe592427a0aece92de3edee1f18e0157c05861564,TRUE,SwapRouter,v0.7.6+commit.7338295f,etherscan,1,high,uniswapV3SwapCallback,uniswapV3SwapCallback 中 isExactInput 为真时仅调用 pay（读 WETH9），为假时写入 amountInCached 并 pay；两分支对状态变量的写集合不同。,,
0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,TRUE,Ondo,v0.8.3+commit.8d00100c,etherscan,1,high,transfer;transferFrom;delegate;delegateBySig,_writeCheckpoint中：若同一区块已存在检查点，仅更新checkpoints；否则写入checkpoints并递增numCheckpoints。经transfer/delegate等外部函数调用，不同路径读写的storage集合不同。,,
0x3c11f6265ddec22f4d049dde480615735f451646,TRUE,Swapper,v0.8.17+commit.8df45f5f,etherscan,1,high,withdraw;swap;bridge;exit,withdraw分支一侧不触碰withdrawFee，另一侧通过_payFee读写withdrawFee字段并读取priceOracle；swap/bridge/exit因_payFee内部分支（cap未设置、周期重置等）使fee相关状态读写集不固定。,,
0x0000000071727de22e5e9d8baf0edac6f37da032,TRUE,EntryPoint,v0.8.23+commit.f704f362,etherscan,1,high,innerHandleOp;handleOps;handleAggregatedOps,在 _postExecution 中，当 prefund >= actualGasCost 时通过 _incrementDeposit 写入 deposits；当 prefund < actualGasCost 且 mode 为 postOpReverted 时不写 deposits（或 revert）。innerHandleOp 调用 _postExecution，导致其不同执行路径读写集不同。,,
0xc36442b4a4522e871399cd717abdd847ab11fe88,TRUE,NonfungiblePositionManager,v0.7.6+commit.7338295f,etherscan,1,high,mint;collect,mint中cachePoolKey当_poolIds[pool]==0时写_poolIds和_poolIdToPoolKey，否则不写；collect中当liquidity>0时额外读写feeGrowthInside0/1LastX128，否则不读。分支间读写集不同。,,
0x00000000003b3cc22af3ae1eac0440bcee416b40,FALSE,,,none,,,,,,
0x888888888889758f76e7103c6cbf23abbf58f946,TRUE,PendleRouterV4,v0.8.24+commit.e11b9ed9,etherscan,0,high,fallback;receive,fallback函数仅读取selectorToFacet映射，require分支只影响revert与否，不改变读写变量集；receive为空函数。无分支依赖不同变量。,,
0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,TRUE,EntryPoint,v0.8.17+commit.8df45f5f,etherscan,0,high,,检查所有非 view/pure 外部/公共函数及其调用的内部函数，未发现条件分支读写不同 state variable 的情况。分支多影响 revert 或仅改变 deposits 的 key，不改变 RW-set。,,
0x0eae044f00b0af300500f090ea00027097d03000,FALSE,,,none,,,,,,
0x26d85a13212433fe6a8381969c2b0db390a0b0ae,TRUE,TenYearsNFT,v0.8.20+commit.a1b79de6,etherscan,1,high,transferFrom;safeTransferFrom;mint;approve,transferFrom 等调用的 _update 中，from 非0分支写 _balances、_tokenApprovals，from 为0则跳过；auth 非0分支读 _operatorApprovals 等。approve 内 if 分支也影响读取 _owners。分支间读写 state variable 集合不同。,,
0xe73d53e3a982ab2750a0b76f9012e18b256cc243,TRUE,N,v0.8.14+commit.80d49f37,etherscan,1,high,mint,mint中if条件为真时额外写入lastDoublingBlock、lastMintingBlock、nextDoublingBlock、epoch，为假时不写这些变量，导致不同分支读写集合不同。,,
0x68d3a973e7272eb388022a5c6518d9b2a2e66fbf,FALSE,,,none,,,,,,
0xbee3211ab312a8d065c4fef0247448e17a8da000,TRUE,TransparentUpgradeableProxy,0.8.27+commit.40a35a09,sourcify,,,,,"[0xbee3211ab312a8d065c4fef0247448e17a8da000] 请求 https://api.etherscan.io/v2/api 反复失败: HTTPSConnectionPool(host='api.etherscan.io', port=443): Max retries exceeded with url: /v2/api?chainid=1&module=contract&action=getsourcecode&address=0xbee3211ab312a8d065c4fef0247448e17a8da000&apikey=WBHX7NEGIVIY4MENPSGR1W61PXACEXH5JD (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,TRUE,WBTC,v0.4.24+commit.e67f0147,etherscan,0,high,,合约中所有非 view/pure 的 external/public 函数均无分支读写不同 state variable 的情况。如 decreaseApproval 的 if/else 分支只操作同一个 allowed 映射，不满足条件。,,
0xee7ae85f2fe2239e27d9c1e23fffe168d63b4055,TRUE,ERC1967Proxy,v0.8.24+commit.e11b9ed9,etherscan,0,high,,合约仅包含代理 fallback/receive，通过 delegatecall 转发调用，内部没有针对不同 state variable 的运行时条件分支。构造函数虽有 if，但仅影响是否执行额外 delegatecall，且不属于外部可调用函数。,,
0x663dc15d3c1ac63ff12e45ab68fea3f0a883c251,TRUE,TransparentUpgradeableProxy,v0.8.2+commit.661d1103,etherscan,1,high,admin;implementation;changeAdmin;upgradeTo;upgradeToAndCall,这些函数经ifAdmin修饰符产生分支：管理员分支直接读取或写入_ADMIN_SLOT/实现槽，非管理员分支通过_fallback读取_IMPLEMENTATION_SLOT并delegatecall，读写集不同，满足可变RW-set条件,,
0x0b8a49d816cc709b6eadb09498030ae3416b66dc,TRUE,HereNow,0.8.19+commit.7dd6d404,sourcify,,,,,"[0x0b8a49d816cc709b6eadb09498030ae3416b66dc] 请求 https://api.etherscan.io/v2/api 反复失败: HTTPSConnectionPool(host='api.etherscan.io', port=443): Max retries exceeded with url: /v2/api?chainid=1&module=contract&action=getsourcecode&address=0x0b8a49d816cc709b6eadb09498030ae3416b66dc&apikey=WBHX7NEGIVIY4MENPSGR1W61PXACEXH5JD (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
0xa59ba433ac34d2927232918ef5b2eaafcf130ba5,TRUE,DVN,v0.8.22+commit.4fc1097e,etherscan,1,high,grantRole;revokeRole;execute,grantRole/revokeRole调用_grantRole/_revokeRole，若角色为ALLOWLIST则额外读写allowlistSize；execute中shouldCheckHash为真时写usedHashes，否则不写。,,
0x57e114b691db790c35207b2e685d4a43181e6061,TRUE,ENA,v0.8.20+commit.a1b79de6,etherscan,1,high,transferFrom;burnFrom,在 _spendAllowance 中，若 allowance 不等于 type(uint256).max 则调用 _approve 写入 _allowances；等于则跳过，不写 _allowances，导致不同路径读写集不同。,,
0x388c818ca8b9251b393131c08a736a67ccb19297,TRUE,LidoExecutionLayerRewardsVault,v0.8.9+commit.e5eed63a,etherscan,0,high,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,TRUE,SocketGateway,v0.8.7+commit.e28d00a7,etherscan,0,high,,所有非 view/pure 的 external/public 函数中，分支条件虽依赖运行时值（如 token 地址），但不同分支仅调用外部合约或转移资产，未涉及对本合约不同 state variable 的读写。,,
0x0439e60f02a8900a951603950d8d4527f400c3f1,TRUE,MetaBridge,v0.8.1+commit.df193b15,etherscan,0,high,,MetaBridge.bridge虽有srcToken分支，但两个分支最终均读取adapters与spender，函数整体读写集固定，不随分支变化，不构成可变RW-set。,,
0x6131b5fae19ea4f9d964eac0408e4408b66337b5,TRUE,MetaAggregationRouterV2,v0.8.9+commit.e5eed63a,etherscan,0,high,,所有非 view 外部函数中的 if/else 分支仅影响外部 token 转账或 flags 检查，未读写本合约不同的存储变量，读写集固定。,,
0xc38e4e6a15593f908255214653d3d947ca1c2338,TRUE,MayanSwift,v0.8.4+commit.c7e474f2,etherscan,1,high,fulfillOrder;fulfillSimple,fulfillOrder和fulfillSimple中，batch为true时写unlockMsgs，false时不写unlockMsgs而读consistencyLevel并调用wormhole，分支读写状态变量集合不同。,,
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,TRUE,Uni,v0.5.16+commit.9c3226ce,etherscan,1,high,transferFrom;mint;transfer;delegate;delegateBySig,transferFrom中if分支写allowances，else不写；mint/transfer/delegate等调用_moveDelegates，根据srcRep/dstRep是否为零决定是否读写checkpoints和numCheckpoints，导致RW-set随分支变化。,,
0xd0ec028a3d21533fdd200838f39c85b03679285d,TRUE,ERC1967Proxy,v0.8.20+commit.a1b79de6,etherscan,0,high,,所有非 view/pure 的 external/public 函数中，分支仅用于 revert 或对同一 storage slot 进行读写，未发现不同分支读写不同 state variable 的情况。,,
0x24902aa0cf0000a08c0ea0b003b0c0bf600000e0,FALSE,,,none,,,,,,
0x6a000f20005980200259b80c5102003040001068,TRUE,AugustusV6,v0.8.22+commit.4fc1097e,etherscan,1,high,swapExactAmountInOnCurveV1;swapExactAmountInOnCurveV2;swapExactAmountOutOnUniswapV2;swapExactAmountOutOnUniswapV3;swapExactAmountInOnUniswapV3,swap函数调用processSwapExactAmountInFeesAndTransfer，其中基于feeData和blacklistedTokens分支：directTransfer时读写feeWallet，非directTransfer时调用FEE_VAULT并读feeWalletDelegate，读写集不同。,,
0x8fafae7dd957044088b3d0f67359c327c6200d18,TRUE,DVN,v0.8.22+commit.4fc1097e,etherscan,1,high,execute;grantRole;revokeRole,execute 中 shouldCheckHash 分支为真时读写 usedHashes，为假时不读写；grantRole/revokeRole 中当角色为 ALLOWLIST 时额外读写 allowlistSize，其他角色不读写，导致不同分支读写变量集合不同。,,
0x69460570c93f9de5e2edbc3052bf10125f0ca22d,TRUE,RangoDiamond,v0.8.16+commit.07a7930e,etherscan,0,high,,fallback 中的 if (facet == address(0)) 分支仅执行 revert，不涉及不同 state variable 的读写；函数整体仅读取 selectorToFacetAndPosition，分支不影响 RW-set。,,
0x00005ea00ac477b1030ce78506496e8c2de24bf5,TRUE,SeaDrop,v0.8.17+commit.8df45f5f,etherscan,1,high,mintPublic;mintAllowList;mintSigned;mintAllowedTokenHolder;updateTokenGatedDrop,mintPublic等函数中，minter!=msg.sender时读取_allowedPayers，否则不读；restrictFeeRecipients为true时读取_allowedFeeRecipients，否则不读。updateTokenGatedDrop根据addOrUpdate和是否已存在，写入_tokenGatedDrops但不一定写入_enumeratedTokenGatedTokens。,,
0xf6801d319497789f934ec7f83e142a9536312b08,TRUE,DexRouter,v0.8.17+commit.8df45f5f,etherscan,0,high,smartSwapByOrderId;dagSwapTo;swapWrap;uniswapV3SwapTo;unxswapTo,合约中无可变存储状态变量（仅常量和外部调用），各分支均未读写本合约不同的storage变量，故不具备分支依赖的可变读写集特性。,,
0xd37bbe5744d730a1d98d8dc97c42f0ca46ad7146,TRUE,THORChain_Router,v0.8.13+commit.abaa5c0e,etherscan,1,high,deposit;transferOut,deposit 中 asset==0 分支不读写 _vaultAllowance，asset==RUNE 分支只读 RUNE不写 _vaultAllowance，其余分支写 _vaultAllowance；transferOut 中 ETH 分支不写 _vaultAllowance。,,
0xba47cbfdd61029833841fcaa2ec2591ddfa87e51,FALSE,,,none,,,,,,
0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,TRUE,InitializableAdminUpgradeabilityProxy,v0.6.10+commit.00c0fcaf,etherscan,1,high,transfer;transferFrom;initialize,_writeSnapshot 中若同区块已有快照仅更新 _snapshots 对应值，否则新增快照并更新 _countsSnapshots，分支读写集合不同，且经 transfer/transferFrom/initialize 触发。,,
0xda5e1988097297dcdc1f90d4dfe7909e847cbef6,TRUE,TransparentUpgradeableProxy,v0.8.20+commit.a1b79de6,etherscan,1,high,fallback,fallback 中若 msg.sender 是管理员，则写入 EIP1967 实现槽；否则仅委托调用，不写当前合约存储。分支间读写集不同。,,
0x4cd00e387622c35bddb9b4c962c136462338bc31,TRUE,RelayDepository,v0.8.28+commit.7893614a,etherscan,0,high,,所有非 view/pure 的 external/public 函数中，分支（如 if/三元）仅影响 revert 或操作同一状态变量，没有不同分支读写不同 state variable 的情况。,,
0xfbeedcfe378866dab6abbafd8b2986f5c1768737,FALSE,,,none,,,,,,
0x00000047bb99ea4d791bb749d970de71ee0b1a34,TRUE,TransitSwapRouterV5,v0.8.18+commit.87f61d96,etherscan,1,high,changeFee;changeTransitProxy;changeAllowed,changeFee中true分支写入_aggregate_fee，false分支写入_cross_fee，二者是不同状态变量，导致不同运行时路径的读写集不同。,,
0x589dedbd617e0cbcb916a9223f4d1300c294236b,TRUE,DVN,v0.8.22+commit.4fc1097e,etherscan,1,high,grantRole;revokeRole,grantRole/revokeRole调用内部_grantRole/_revokeRole，当_role为ALLOWLIST且角色状态变化时，额外读写allowlistSize和_roles；否则仅写_roles，分支读写集合不同。,,
0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,FALSE,,,none,,,,,,
0xd3bede0d95ff696c3545c2802b1b7f0f97b8f264,TRUE,FixedTokenBSwap,v0.8.30+commit.73712a01,etherscan,1,high,swap;swapWithETH,dailyLimitCheck修饰符中，当当前日与lastRecordedDay不等时写入todayTotalOut和lastRecordedDay，相等时不写lastRecordedDay，导致swap和swapWithETH的不同执行路径读写集不同。,,
0x703e753e9a2aca1194ded65833eaec17dcfeac1b,FALSE,,,none,,,,,,
0x6aba0315493b7e6989041c91181337b662fb1b90,TRUE,ERC1967Proxy,v0.8.28+commit.7893614a,blockscout,,,,,"[0x6aba0315493b7e6989041c91181337b662fb1b90] 请求 https://api.etherscan.io/v2/api 反复失败: HTTPSConnectionPool(host='api.etherscan.io', port=443): Max retries exceeded with url: /v2/api?chainid=1&module=contract&action=getsourcecode&address=0x6aba0315493b7e6989041c91181337b662fb1b90&apikey=WBHX7NEGIVIY4MENPSGR1W61PXACEXH5JD (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
0xbbbfd134e9b44bfb5123898ba36b01de7ab93d98,TRUE,ApprovalProxy,v0.8.28+commit.7893614a,etherscan,1,high,permit2TransferAndMulticall,permit2TransferAndMulticall 中，若 permitSignature 非空则调用 _handleBatchPermit，读取 PERMIT2 和 router；若为空则跳过，仅读取 router。不同分支读写的状态变量集合不同，因此具有分支依赖的可变读写集。,,
0xf9e037dcf792ba8c4a0ca570eac7cbcbafabd9d4,FALSE,,,none,,,,,,
0x68d30f47f19c07bccef4ac7fae2dc12fca3e0dc9,TRUE,ERC1967Proxy,v0.8.24+commit.e11b9ed9,etherscan,0,high,,,,
0x000000000035b5e5ad9019092c665357240f594e,FALSE,,,none,,,,,,
0x7176f0f071379fee51668eb6387dda9129e5ca6b,FALSE,,,none,,,,,,
0xf5042e6ffac5a625d4e7848e0b01373d8eb9e222,TRUE,RelayRouter,v0.8.28+commit.7893614a,etherscan,1,high,multicall;onERC721Received;onERC1155Received;onERC1155BatchReceived,Tstorish 的 _setTstorish/_getTstorish 回退函数中 if (_tstoreSupport) 用 tstore/tload，else 用 sstore/sload，导致持久化存储读写集不同，影响 multicall、onERC721Received 等函数。,,
0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,TRUE,ProxyERC20,v0.4.25+commit.59dbf8f1,etherscan,0,high,,所有非 view/pure 的外部函数中，分支（如 fallback 中的 if useDELEGATECALL、_emit 中的 switch）读写的是相同的 state variable（target、useDELEGATECALL）或仅影响日志输出，未出现不同分支读写不同存储变量的情况。,,
0xae7ab96520de3a18e5e111b5eaab095312d7fe84,TRUE,AppProxyUpgradeable,v0.4.24+commit.e67f0147,etherscan,1,high,fallback,低 gas 且可存款时只读 DEPOSITABLE_POSITION 并停止/回退；否则继续读 KERNEL_POSITION 和 APP_ID_POSITION，分支间读取的存储槽集合不同。,,
0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,TRUE,FetchToken,v0.6.2+commit.bacdbe57,etherscan,0,high,,所有非 view/pure 的 public/external 函数均无分支依赖的不同状态变量读写；内部库函数的 if 分支仅影响同一集合的不同索引或仅 emit 事件。,,
